inchikey14,metric_ik14,n_libs,n_spectra,libs
RYOOHIUJEJZCFT,RYOOHIUJEJZCFT,2,4,gnps;massbank
RYOOWYNSFCZKET,RYOOWYNSFCZKET,1,7,enveda-180
RYOWLCNCKSFXIC,RYOWLCNCKSFXIC,1,3,enveda-180
RYOXUWHLQJYDDQ,RYOXUWHLQJYDDQ,1,22,pluskal_ms2
RYOYRXKUJYNYCA,RYOYRXKUJYNYCA,1,4,enveda-180
RYOYUNIZVYZIBP,RYOYUNIZVYZIBP,1,5,enveda-180
RYPBHKCRQBUKTC,RYPBHKCRQBUKTC,1,4,enveda-180
RYPCKPHKYSRKCE,RYPCKPHKYSRKCE,1,3,gnps
RYPCRBCMSNZIFY,RYPCRBCMSNZIFY,1,8,enveda-180
RYPCUAJXKPWTPC,RYPCUAJXKPWTPC,1,2,gnps
RYPDERWJOJQCKR,RYPDERWJOJQCKR,1,3,enveda-180
RYPJZFBYDMVTPD,RYPJZFBYDMVTPD,1,4,gnps
RYPNHNKSGHGUCG,RYPNHNKSGHGUCG,1,1,spectraverse
RYPNVAIMJHBIQS,RYPNVAIMJHBIQS,1,3,gnps
RYPPCNQAWYPLDA,RYPPCNQAWYPLDA,1,9,enveda-180
RYPQSGURZSTFSX,RYPQSGURZSTFSX,1,10,massbank
RYPRHPLEPBYJJE,RYPRHPLEPBYJJE,4,39,massbank;msdial;riken;mona
RYPRTFBEIHVDNH,RYPRTFBEIHVDNH,1,3,gnps
RYPSINKTKASLJT,RYPSINKTKASLJT,1,4,enveda-180
RYPVGHGGEDGDBE,RYPVGHGGEDGDBE,1,11,enveda-180
RYPWLVKNYZFLCS,RYPWLVKNYZFLCS,1,7,enveda-180
RYPZHZWEWGUQFR,RYPZHZWEWGUQFR,1,6,enveda-180
RYQCMHWGWYKZTF,RYQCMHWGWYKZTF,1,4,enveda-180
RYQDXTPPYIDZQT,RYQDXTPPYIDZQT,1,7,enveda-180
RYQOGSFEJBUZBX,RYQOGSFEJBUZBX,1,3,gnps
RYQOILLJDKPETL,RYQOILLJDKPETL,2,36,pluskal_ms2;gnps
RYQOTAJUSJTNMJ,RYQOTAJUSJTNMJ,1,6,pluskal_ms2
RYQPUCXDLXJBIA,RYQPUCXDLXJBIA,1,1,enveda-180
RYQQQRXISIWDOS,RYQQQRXISIWDOS,2,10,pluskal_ms2;gnps
RYQRWPZEBXLBOA,RYQRWPZEBXLBOA,1,9,enveda-180
RYQSAUZZQDTQFA,RYQSAUZZQDTQFA,1,14,enveda-180
RYQUPVCPADZRHX,RYQUPVCPADZRHX,1,6,pluskal_ms2
RYQUUORFKPPXHD,RYQUUORFKPPXHD,1,7,enveda-180
RYQXXYOMGREHHK,RYQXXYOMGREHHK,1,6,enveda-180
RYQXZOSCXUSVPQ,RYQXZOSCXUSVPQ,1,2,enveda-180
RYQZFXDNXUJJOP,RYQZFXDNXUJJOP,1,1,gnps
RYQZRVYEIPIXNP,RYQZRVYEIPIXNP,1,7,enveda-180
RYRBCAJQPUMESS,RYRBCAJQPUMESS,1,8,pluskal_ms2
RYRFAMRQBZNEPX,RYRFAMRQBZNEPX,1,5,pluskal_ms2
RYRGSZJKRXWNNX,RYRGSZJKRXWNNX,1,6,enveda-180
RYRJGXXNNGJZNR,RYRJGXXNNGJZNR,1,3,enveda-180
RYRJHGZPPUEJKH,RYRJHGZPPUEJKH,1,3,enveda-180
RYRNPDLPPZQMIB,RYRNPDLPPZQMIB,1,6,enveda-180
RYRRFSORMYHXBQ,RYRRFSORMYHXBQ,1,15,enveda-180
RYRYGDPIJCJKBT,RYRYGDPIJCJKBT,1,4,enveda-180
RYRYKPAFQOVWJP,RYRYKPAFQOVWJP,1,4,enveda-180
RYRYLVYZMTURGB,RYRYLVYZMTURGB,3,9,massbank;msdial;riken
RYRYWJNVCLDCGF,RYRYWJNVCLDCGF,1,1,enveda-180
RYSAAQAHUDBQJG,RYSAAQAHUDBQJG,1,4,enveda-180
RYSDXPLZJNYCCQ,RYSDXPLZJNYCCQ,1,1,gnps
RYSFRRAYJXRZLO,RYSFRRAYJXRZLO,1,4,enveda-180
RYSHGJDBFPWGGP,RYSHGJDBFPWGGP,1,6,enveda-180
RYSKXWLLBHNNDV,RYSKXWLLBHNNDV,1,4,enveda-180
RYSLWEZUISPATA,RYSLWEZUISPATA,1,6,enveda-180
RYSLZFOZDSIPHK,RYSLZFOZDSIPHK,1,7,gnps
RYSMHWILUNYBFW,RYSMHWILUNYBFW,1,5,pluskal_ms2
RYSNDEZQSRKNGQ,RYSNDEZQSRKNGQ,1,2,enveda-180
RYSOAUSJNIXMPP,RYSOAUSJNIXMPP,1,1,gnps
RYSPIUPPBKVTSV,RYSPIUPPBKVTSV,1,4,enveda-180
RYSQCUQZBSLYBN,RYSQCUQZBSLYBN,1,7,pluskal_ms2
RYSQIHXRIMHARP,RYSQIHXRIMHARP,1,3,enveda-180
RYSQQYZTCVQQPU,RYSQQYZTCVQQPU,1,11,enveda-180
RYSQYERCEFGENH,RYSQYERCEFGENH,2,2,msdial;riken
RYSSDULJRSNURG,RYSSDULJRSNURG,1,4,enveda-180
RYSUKDHZIHSMHJ,RYSUKDHZIHSMHJ,1,3,enveda-180
RYSVFUCFUHDXMM,RYSVFUCFUHDXMM,1,8,enveda-180
RYSWHCOWNGJKKR,RYSWHCOWNGJKKR,1,3,enveda-180
RYSZDOGMSJWWIF,RYSZDOGMSJWWIF,1,8,enveda-180
RYTAIMKKYJARTK,RYTAIMKKYJARTK,1,7,enveda-180
RYTANEIEIYWEEC,RYTANEIEIYWEEC,1,3,enveda-180
RYTCOJAGKUISTJ,RYTCOJAGKUISTJ,1,3,enveda-180
RYTDBXGTUHZAOF,RYTDBXGTUHZAOF,1,4,gnps
RYTGHNMOSCSWJT,RYTGHNMOSCSWJT,1,5,pluskal_ms2
RYTITNCCOVORRX,RYTITNCCOVORRX,1,3,enveda-180
RYTJCYXGZSFGMX,RYTJCYXGZSFGMX,1,13,pluskal_ms2
RYTKYKLPKKVSKA,RYTKYKLPKKVSKA,1,8,enveda-180
RYTMIHAYDZBVFY,RYTMIHAYDZBVFY,1,1,spectraverse
RYTPKTZWVHPAJT,RYTPKTZWVHPAJT,1,4,enveda-180
RYTQANDIVHWOIJ,RYTQANDIVHWOIJ,1,6,enveda-180
RYTSKQWJRYGOQU,RYTSKQWJRYGOQU,1,13,pluskal_ms2
RYTTVMXNOGCABD,RYTTVMXNOGCABD,3,15,enveda-180;pluskal_ms2;gnps
RYTTWOVTZKVWTO,RYTTWOVTZKVWTO,1,1,gnps
RYTUJOWVWNRWPK,RYTUJOWVWNRWPK,1,7,enveda-180
RYTUXUKKHKNNGJ,RYTUXUKKHKNNGJ,1,3,gnps
RYTWLEXRMQISNP,RYTWLEXRMQISNP,1,8,enveda-180
RYTXBFUFNOVAOB,RYTXBFUFNOVAOB,1,4,gnps
RYTYEVNXDQRRQZ,RYTYEVNXDQRRQZ,1,15,enveda-180
RYUFHCGMJWKSFO,RYUFHCGMJWKSFO,1,13,enveda-180
RYUJCRXCSZBRQB,RYUJCRXCSZBRQB,1,2,enveda-180
RYUJIQSRYIHKEY,RYUJIQSRYIHKEY,1,12,pluskal_ms2
RYUJRXVZSJCHDZ,RYUJRXVZSJCHDZ,1,18,massbank
RYUJXXGZZDODFB,RYUJXXGZZDODFB,1,8,enveda-180
RYUMLOXPNXUZAN,RYUMLOXPNXUZAN,1,3,enveda-180
RYUNBXRECJMNAZ,RYUNBXRECJMNAZ,1,1,enveda-180
RYUPDHNFZUZHLN,RYUPDHNFZUZHLN,1,7,enveda-180
RYUPMVOXSSDSGY,RYUPMVOXSSDSGY,1,4,enveda-180
RYURNKHPPLVANJ,RYURNKHPPLVANJ,1,6,enveda-180
RYUSTOHXUKBOHN,RYUSTOHXUKBOHN,1,4,enveda-180
RYUVEEZMMFRGGS,RYUVEEZMMFRGGS,1,2,gnps
RYUWZDKWBSDILW,RYUWZDKWBSDILW,1,8,pluskal_ms2
RYVATDINKHZHJR,RYVATDINKHZHJR,1,5,pluskal_ms2
RYVDGRVJSAHXNY,RYVDGRVJSAHXNY,1,7,pluskal_ms2
RYVGCUJETSKZDU,RYVGCUJETSKZDU,5,82,riken;mona;gnps;pluskal_ms2;msdial
RYVGWQDLAVSRHO,RYVGWQDLAVSRHO,1,1,gnps
RYVIXQCRCQLFCM,RYVIXQCRCQLFCM,4,54,gnps;massbank;riken;mona
RYVIXWSDWVNZEB,RYVIXWSDWVNZEB,1,4,enveda-180
RYVJJLCFUVFUPR,RYVJJLCFUVFUPR,1,9,enveda-180
RYVKERUNKNIMRN,RYVKERUNKNIMRN,2,26,pluskal_ms2;gnps
RYVKYURXICHKOH,RYVKYURXICHKOH,1,2,enveda-180
RYVLIYCWCHCMNM,RYVLIYCWCHCMNM,1,4,enveda-180
RYVMPGIWTHFEJB,RYVMPGIWTHFEJB,1,15,enveda-180
RYVNIFSIEDRLSJ,RYVNIFSIEDRLSJ,3,5,riken;mona;msdial
RYVOBKADNVXHPB,RYVOBKADNVXHPB,1,2,enveda-180
RYVPKPNOVYCJAP,RYVPKPNOVYCJAP,1,4,gnps
RYVQUCPUCSYNBC,RYVQUCPUCSYNBC,1,109,riken
RYVRZTBJJBDZRN,RYVRZTBJJBDZRN,1,6,pluskal_ms2
RYVSIBYNPJPRJS,RYVSIBYNPJPRJS,1,4,enveda-180
RYVUQGFVQHXYKQ,RYVUQGFVQHXYKQ,1,19,pluskal_ms2
RYVVNUBUVKAKNT,RYVVNUBUVKAKNT,1,8,enveda-180
RYVYDXQCJMTTAG,MOJOSWYAVMHKIG,1,8,pluskal_ms2
RYVYHNUHPLCIAD,RYVYHNUHPLCIAD,1,7,enveda-180
RYVYHSGYYPTYKN,RYVYHSGYYPTYKN,1,1,gnps
RYVZHYOFWQLYRM,RYVZHYOFWQLYRM,1,6,enveda-180
RYVZOEKNDVFODJ,RYVZOEKNDVFODJ,1,3,enveda-180
RYWAQPLXMFMVNL,RYWAQPLXMFMVNL,1,7,enveda-180
RYWCQJDEHXJHRI,RYWCQJDEHXJHRI,2,23,pluskal_ms2;gnps
RYWDJUUPROVLNV,RYWDJUUPROVLNV,4,21,pluskal_ms2;mona;riken;gnps
RYWFTNOOUZJXNY,CXEOWDNLVOTNQB,1,7,gnps
RYWGMYXJZZQVIX,RYWGMYXJZZQVIX,1,1,gnps
RYWGQNKCASQLJP,RYWGQNKCASQLJP,1,9,enveda-180
RYWHBQHFYXLTOJ,RYWHBQHFYXLTOJ,1,1,spectraverse
RYWJWRIYQFEGMY,RYWJWRIYQFEGMY,1,8,pluskal_ms2
RYWLNMOCLKMYHL,RYWLNMOCLKMYHL,1,12,enveda-180
RYWMWMUBDUSGBL,RYWMWMUBDUSGBL,1,1,spectraverse
RYWMXEUFXVWIIQ,RYWMXEUFXVWIIQ,1,7,enveda-180
RYWNVWYFZFEVKZ,RYWNVWYFZFEVKZ,1,4,enveda-180
RYWOCBZDEJHTGU,RYWOCBZDEJHTGU,1,7,enveda-180
RYWOMIMQYQUGDB,RYWOMIMQYQUGDB,1,62,riken
RYWPSAKZCKRAOB,RYWPSAKZCKRAOB,1,12,enveda-180
RYWSYCQQUDFMAU,RYWSYCQQUDFMAU,4,39,gnps;pluskal_ms2;mona;masaryk
RYWVSMXCHYKQJF,RYWVSMXCHYKQJF,1,6,enveda-180
RYWXNYHJXBDBFY,RYWXNYHJXBDBFY,1,4,enveda-180
RYWXTNZHFHSGJB,RYWXTNZHFHSGJB,1,4,enveda-180
RYWYDPFWDSFZAV,RYWYDPFWDSFZAV,1,6,enveda-180
RYXANGVDFJVWLS,RYXANGVDFJVWLS,1,7,enveda-180
RYXCBNZWPUQGEN,RYXCBNZWPUQGEN,1,3,enveda-180
RYXKAKBJFPWNTM,RYXKAKBJFPWNTM,1,3,enveda-180
RYXNFEAZFIZYAJ,RYXNFEAZFIZYAJ,1,11,enveda-180
RYXPPHRESKKIEB,RYXPPHRESKKIEB,1,12,enveda-180
RYXRPZSZKPOFPJ,RYXRPZSZKPOFPJ,1,4,enveda-180
RYXVRHGJVYQGDM,RYXVRHGJVYQGDM,1,4,enveda-180
RYXVTSCETSEYNE,RYXVTSCETSEYNE,1,7,enveda-180
RYXYEOHAICUZCJ,RYXYEOHAICUZCJ,1,4,enveda-180
RYYBKIFJCYSJMZ,RYYBKIFJCYSJMZ,2,6,pluskal_ms2;gnps
RYYCIXHHFXGDPQ,RYYCIXHHFXGDPQ,1,1,gnps
RYYCJUAHISIHTL,RYYCJUAHISIHTL,1,8,pluskal_ms2
RYYDEZADAFCCCJ,RYYDEZADAFCCCJ,1,1,gnps
RYYFMANMZGFAAP,RYYFMANMZGFAAP,2,13,pluskal_ms2;gnps
RYYGVNSJCPNNLS,RYYGVNSJCPNNLS,1,5,enveda-180
RYYGWSYHASUNLZ,RYYGWSYHASUNLZ,1,7,enveda-180
RYYHHHBMCSBXMX,RYYHHHBMCSBXMX,1,2,enveda-180
RYYINZCDAIAQKM,RYYINZCDAIAQKM,1,11,enveda-180
RYYJQRWPFYDTQY,RYYJQRWPFYDTQY,1,7,pluskal_ms2
RYYLDEWPHOZDQE,RYYLDEWPHOZDQE,1,12,enveda-180
RYYMFRNBKLTFCS,RYYMFRNBKLTFCS,1,15,enveda-180
RYYNGWLOYLRZLK,RYYNGWLOYLRZLK,3,31,pluskal_ms2;gnps;drug_plus
RYYVLZVUVIJVGH,RYYVLZVUVIJVGH,9,645,riken;massbank;mona;gnps;msdial;pluskal_ms2;enveda-np-examples;masaryk;drug_plus
RYYYYLBIGAYEOK,RYYYYLBIGAYEOK,1,12,enveda-180
RYYZAYSSRZPLQB,RYYZAYSSRZPLQB,1,8,enveda-180
RYZBZOAKRODNIH,RYZBZOAKRODNIH,1,8,enveda-180
RYZCCRUAKMQFOV,RYZCCRUAKMQFOV,2,9,pluskal_ms2;gnps
RYZCPFLVCXZJAA,RYZCPFLVCXZJAA,1,4,enveda-180
RYZCSZDEKCYMEC,RYZCSZDEKCYMEC,1,4,enveda-180
RYZDBQOHINYASH,RYZDBQOHINYASH,3,13,mona;riken;gnps
RYZGBHFRSASNLG,RYZGBHFRSASNLG,1,6,enveda-180
RYZIHXFERYWBEY,RYZIHXFERYWBEY,1,6,enveda-180
RYZIVHWVTYEGAP,RYZIVHWVTYEGAP,1,8,pluskal_ms2
RYZOKLNYEIHGLI,RYZOKLNYEIHGLI,1,8,enveda-180
RYZPILYIQUSTKP,RYZPILYIQUSTKP,1,1,gnps
RYZPJMBHFBHWCI,RYZPJMBHFBHWCI,1,1,spectraverse
RYZQNQLRZFSHTP,RYZQNQLRZFSHTP,1,2,gnps
RYZWCKUTHDRXFD,RYZWCKUTHDRXFD,1,29,spectraverse
RYZWCTZFEWIPFY,RYZWCTZFEWIPFY,1,3,enveda-180
RZADJXRQWVOYHC,RZADJXRQWVOYHC,1,10,enveda-180
RZADZKXAWVTNAI,RZADZKXAWVTNAI,1,3,enveda-180
RZAFEFPNWOXSLC,RZAFEFPNWOXSLC,1,12,enveda-180
RZAFWAGXAUXBHT,RZAFWAGXAUXBHT,1,3,enveda-180
RZAGBWYFAWQKAE,RZAGBWYFAWQKAE,1,2,gnps
RZAJBNOZEDZHEG,RZAJBNOZEDZHEG,1,8,enveda-180
RZAJLGLBGPWCPV,RZAJLGLBGPWCPV,1,3,enveda-180
RZAKVCRPLGFNOV,RZAKVCRPLGFNOV,1,3,enveda-180
RZAMDGBOOPJHJQ,RZAMDGBOOPJHJQ,2,15,pluskal_ms2;gnps
RZAQFRRQYZNKCD,RZAQFRRQYZNKCD,1,9,enveda-180
RZASRQGGHIQTAL,RZASRQGGHIQTAL,1,7,enveda-180
RZASTZBHLABGKK,RZASTZBHLABGKK,1,4,enveda-180
RZASWFCAHPACCD,GFLGPMIPRNQFII,2,3,riken;msdial
RZAVBCUYHDAXHX,RZAVBCUYHDAXHX,1,6,enveda-180
RZAVHIALKZDLHG,RZAVHIALKZDLHG,1,3,enveda-180
RZAWQAYMYWVYDM,RZAWQAYMYWVYDM,1,8,enveda-180
RZAXANPCJGJVMA,RZAXANPCJGJVMA,1,3,enveda-180
RZAZCMRNOSCZGX,RZAZCMRNOSCZGX,1,7,enveda-180
RZAZHLZTVYGNDN,RZAZHLZTVYGNDN,1,2,enveda-180
RZAZLALCJQVAPC,RZAZLALCJQVAPC,2,14,pluskal_ms2;gnps
RZBBMHDOJJOIMR,RZBBMHDOJJOIMR,1,10,pluskal_ms2
RZBBVQQXPXHFPI,RZBBVQQXPXHFPI,1,4,enveda-180
RZBCPMYJIARMGV,RZBCPMYJIARMGV,1,16,pluskal_ms2
RZBFPDQKWUWUCK,NHPJDVPMZLAPLA,3,39,massbank;riken;gnps
RZBFXCAKUHQXGD,RZBFXCAKUHQXGD,1,3,enveda-180
RZBGVTNKFPGJDA,RZBGVTNKFPGJDA,1,5,spectraverse
RZBKOHNELWQJHG,RZBKOHNELWQJHG,1,6,enveda-180
RZBMTTVAJZCOQK,RZBMTTVAJZCOQK,1,8,enveda-180
RZBYENQJAHUFNE,RZBYENQJAHUFNE,2,6,pluskal_ms2;gnps
RZCBRIXDECISPR,RZCBRIXDECISPR,1,5,gnps
RZCCMEGGZVLYLR,RZCCMEGGZVLYLR,1,8,enveda-180
RZCDVQZEIYUHBG,RZCDVQZEIYUHBG,1,3,enveda-180
RZCHACOWZRXBHN,RZCHACOWZRXBHN,1,9,enveda-180
RZCHHFQUPDZCKG,RZCHHFQUPDZCKG,1,1,spectraverse
RZCJYMOBWVJQGV,RZCJYMOBWVJQGV,5,69,massbank;riken;mona;gnps;pluskal_ms2
RZCKTPORLKUFGY,RZCKTPORLKUFGY,1,2,gnps
RZCNASHHHSKTGP,RZCNASHHHSKTGP,1,10,pluskal_ms2
RZCPQZCYINQPSN,RZCPQZCYINQPSN,1,2,enveda-180
RZCPXIZGLPAGEV,RZCPXIZGLPAGEV,1,7,gnps
RZCQVGRQSXBMLY,RZCQVGRQSXBMLY,1,3,enveda-180
RZCWLBITJUUDLW,RZCWLBITJUUDLW,1,4,enveda-180
RZCZPKHUOPMYIH,RZCZPKHUOPMYIH,1,4,enveda-180
RZDAFBXMVPFBRK,RZDAFBXMVPFBRK,1,1,gnps
RZDALRZSTGPRBN,RZDALRZSTGPRBN,1,3,enveda-180
RZDGDNHYKLVMJR,RZDGDNHYKLVMJR,1,5,pluskal_ms2
RZDKBAJAXCZIIW,RZDKBAJAXCZIIW,1,3,gnps
RZDKPDHQECZAOL,RZDKPDHQECZAOL,1,4,enveda-180
RZDNJPLBOKRQQP,RZDNJPLBOKRQQP,1,4,enveda-180
RZDRALDTOBLHCQ,GZRRCQPKRVEMSW,1,1,gnps
RZDRDTXGWXJEBV,RZDRDTXGWXJEBV,1,4,enveda-180
RZDRVMWSBIOPKY,RZDRVMWSBIOPKY,1,10,enveda-180
RZEDXUGEXVCOBJ,RZEDXUGEXVCOBJ,2,22,pluskal_ms2;gnps
RZEGYAHRILPFMP,RZEGYAHRILPFMP,1,4,enveda-180
RZEHOUIZIFZCDF,RZEHOUIZIFZCDF,1,4,enveda-180
RZEKVGVHFLEQIL,RZEKVGVHFLEQIL,7,121,gnps;pluskal_ms2;massbank;riken;mona;masaryk;drug_plus
RZEOXANOMTWACY,RZEOXANOMTWACY,1,8,enveda-180
RZEPPUBIEYXFMJ,RZEPPUBIEYXFMJ,1,13,enveda-180
RZEQZJNNWSPYPZ,RZEQZJNNWSPYPZ,1,5,pluskal_ms2
RZERRLOTRSJIAW,RZERRLOTRSJIAW,1,10,gnps
RZERUOFKEBSDAY,RZERUOFKEBSDAY,1,1,spectraverse
RZEUCANHNVNAGE,RZEUCANHNVNAGE,1,9,enveda-180
RZEVGLVRLUDYEA,RZEVGLVRLUDYEA,2,2,gnps;riken
RZEZOYIQGHLLFZ,RZEZOYIQGHLLFZ,1,7,enveda-180
RZFBSKDKGGUUPJ,RZFBSKDKGGUUPJ,1,2,enveda-180
RZFBVIXJZJKAIL,RZFBVIXJZJKAIL,1,6,enveda-180
RZFBZKBGPJXOTM,RZFBZKBGPJXOTM,2,10,gnps;pluskal_ms2
RZFGPAMUAXASRE,RZFGPAMUAXASRE,2,6,gnps;riken
RZFHLOLGZPDCHJ,RZFHLOLGZPDCHJ,4,19,gnps;msdial;massbank;riken
RZFHOQMGJDANRV,RZFHOQMGJDANRV,1,6,enveda-180
RZFIPFIGUWXYNB,RZFIPFIGUWXYNB,1,1,gnps
RZFIXPBHLZLWBA,RZFIXPBHLZLWBA,1,6,gnps
RZFMDKOEENSBFA,RZFMDKOEENSBFA,1,4,enveda-180
RZFMTLZSDXQJPW,RZFMTLZSDXQJPW,1,9,enveda-180
RZFOBJHDLWCTRG,RZFOBJHDLWCTRG,1,10,pluskal_ms2
RZFOGYXEDRWLEN,RZFOGYXEDRWLEN,1,8,enveda-180
RZFPANUEXINSPS,RZFPANUEXINSPS,1,3,spectraverse
RZFPFZLMWLOVPV,RZFPFZLMWLOVPV,1,5,enveda-180
RZFSALAJUAJZCN,RZFSALAJUAJZCN,1,4,enveda-180
RZFSBWIVFCVCAU,RZFSBWIVFCVCAU,1,4,enveda-180
RZFSNMBESKENTH,RZFSNMBESKENTH,1,24,pluskal_ms2
RZFUDPYMKBIVML,RZFUDPYMKBIVML,1,9,enveda-180
RZFVKFKWTSPFMY,RZFVKFKWTSPFMY,1,7,enveda-180
RZFWWJYRLZBKCO,RZFWWJYRLZBKCO,1,3,enveda-180
RZFXRWSLFCIKQS,RZFXRWSLFCIKQS,1,12,enveda-180
RZFYCFQVEXXVEJ,RZFYCFQVEXXVEJ,1,7,enveda-180
RZFYMPXPSSYINY,RZFYMPXPSSYINY,1,7,enveda-180
RZFZHEWYIGKVMJ,RZFZHEWYIGKVMJ,2,20,pluskal_ms2;gnps
RZGAIZDZAOJFNG,RZGAIZDZAOJFNG,1,4,enveda-180
RZGBFNJBXZJXMJ,RZGBFNJBXZJXMJ,1,8,enveda-180
RZGDHAKMNYBTBO,RZGDHAKMNYBTBO,1,4,enveda-180
RZGFUGXQKMEMOO,RZGFUGXQKMEMOO,7,28,riken;enveda-np-examples;pluskal_ms2;msdial;massbank;mona;gnps
RZGFWGNCSYUEPR,RZGFWGNCSYUEPR,1,8,pluskal_ms2
RZGFZVMNACGCNI,RZGFZVMNACGCNI,1,2,enveda-180
RZGGKMWBZHQIHK,RZGGKMWBZHQIHK,1,4,enveda-180
RZGGURVEHBOCTE,RZGGURVEHBOCTE,1,8,pluskal_ms2
RZGIAJRFMYIATG,RZGIAJRFMYIATG,1,5,enveda-180
RZGIHMXAYDJYCY,RZGIHMXAYDJYCY,1,4,enveda-180
RZGIHZBRNQHWOU,RZGIHZBRNQHWOU,1,7,gnps
RZGJWVYCKCBMKO,RZGJWVYCKCBMKO,1,2,gnps
RZGJXOYLCJHEME,RZGJXOYLCJHEME,1,8,pluskal_ms2
RZGKOALITBSDPU,RZGKOALITBSDPU,1,1,enveda-180
RZGKWWLQLLHFSC,RZGKWWLQLLHFSC,1,2,enveda-180
RZGMMTPLYYIKGL,RZGMMTPLYYIKGL,1,4,enveda-180
RZGNXBLTTKCBFC,RZGNXBLTTKCBFC,2,28,pluskal_ms2;enveda-180
RZGOIGKRVXBOMH,RZGOIGKRVXBOMH,2,2,msdial;riken
RZGQLTZJWJDAFZ,RZGQLTZJWJDAFZ,1,3,enveda-180
RZGXHJBBEASWCA,RZGXHJBBEASWCA,1,8,enveda-180
RZGZAFMLTZIVCP,RZGZAFMLTZIVCP,1,7,enveda-180
RZHASAZGAIOAPK,RZHASAZGAIOAPK,1,8,enveda-180
RZHBLCFTWNBHFX,RZHBLCFTWNBHFX,1,10,enveda-180
RZHDOFIVDBHBDN,RZHDOFIVDBHBDN,1,9,enveda-180
RZHFWKOCZOLEAB,RZHFWKOCZOLEAB,1,6,enveda-180
RZHGONNSASQOAY,RZHGONNSASQOAY,1,9,pluskal_ms2
RZHHWCCXDROWOZ,RZHHWCCXDROWOZ,1,4,enveda-180
RZHIHIZDTZTKDC,RZHIHIZDTZTKDC,2,17,pluskal_ms2;gnps
RZHKDBRREKOZEW,RZHKDBRREKOZEW,2,6,gnps;pluskal_ms2
RZHKWVZUQFJZAR,RZHKWVZUQFJZAR,1,3,enveda-180
RZHLFONOSSNLKU,RZHLFONOSSNLKU,1,3,enveda-180
RZHLIONXRMELQD,RZHLIONXRMELQD,1,8,enveda-180
RZHLUVBYWQXSTC,RZHLUVBYWQXSTC,1,7,enveda-180
RZHPJSJJQIDMRL,RZHPJSJJQIDMRL,1,19,enveda-180
RZHRFOPCEUQCGQ,RZHRFOPCEUQCGQ,1,2,gnps
RZHSVTLUSAECJJ,RZHSVTLUSAECJJ,1,12,enveda-180
RZHUOYAZXBOMSW,RZHUOYAZXBOMSW,1,3,enveda-180
RZHYVMRUPZEPHB,RZHYVMRUPZEPHB,1,4,enveda-180
RZIAXMSMJPGGLA,RZIAXMSMJPGGLA,1,11,enveda-180
RZICHCSAVSALLM,RZICHCSAVSALLM,1,2,enveda-180
RZIDUZOTGGMAAB,RZIDUZOTGGMAAB,1,3,enveda-180
RZIDZIGAXXNODG,RZIDZIGAXXNODG,2,30,pluskal_ms2;gnps
RZIGNBLOSBGPCB,RZIGNBLOSBGPCB,1,4,gnps
RZIKJIQGEPUNMZ,SHCVGSHDEOPOKX,1,5,pluskal_ms2
RZIKVFGCJNRAHX,RZIKVFGCJNRAHX,2,12,pluskal_ms2;gnps
RZILCCPWPBTYDO,RZILCCPWPBTYDO,6,148,massbank;mona;riken;gnps;msdial;masaryk
RZILTIPWCHNOKU,RZILTIPWCHNOKU,3,7,pluskal_ms2;mona;riken
RZIMVDNMOSHJFU,RZIMVDNMOSHJFU,1,8,pluskal_ms2
RZIMZQMLANTRFI,RZIMZQMLANTRFI,1,1,gnps
RZINZCOAWGQIBN,RZINZCOAWGQIBN,1,5,enveda-180
RZIOKCNKFRCXSB,RZIOKCNKFRCXSB,1,7,enveda-180
RZIPEUGCUWYJJO,RZIPEUGCUWYJJO,1,4,enveda-180
RZIQQUXOMZSSKN,RZIQQUXOMZSSKN,1,4,enveda-180
RZIREYLLBTUPAS,RZIREYLLBTUPAS,1,4,gnps
RZISKBIERTZLOX,RZISKBIERTZLOX,1,7,enveda-180
RZIVHEBPAREZFF,RZIVHEBPAREZFF,1,2,enveda-180
RZJCFLSPBDUNDH,RZJCFLSPBDUNDH,2,2,mona;riken
RZJFTBNDSDYZFI,RZJFTBNDSDYZFI,1,7,enveda-180
RZJFVIOSEFVTBS,RZJFVIOSEFVTBS,1,4,enveda-180
RZJFXRDIJSBMDF,RZJFXRDIJSBMDF,1,6,enveda-180
RZJGHWBSVFPUAY,RZJGHWBSVFPUAY,1,15,enveda-180
RZJIHLGGYZZEBB,RZJIHLGGYZZEBB,1,7,enveda-180
RZJJKWVOOLRFJK,RZJJKWVOOLRFJK,1,4,enveda-180
RZJMIBWTXXEBPU,RZJMIBWTXXEBPU,1,11,enveda-180
RZJQGNCSTQAWON,RZJQGNCSTQAWON,7,30,gnps;enveda-np-examples;riken;mona;massbank;drug_plus;msdial
RZJSUWQGFCHNFS,RZJSUWQGFCHNFS,4,20,gnps;massbank;mona;riken
RZJUTLXTLPDIDM,RZJUTLXTLPDIDM,1,10,enveda-180
RZJZNOQJCDVWCT,RZJZNOQJCDVWCT,1,4,enveda-180
RZKCKVOEBOAIJF,RZKCKVOEBOAIJF,1,11,pluskal_ms2
RZKCSMYGIZFWFO,RZKCSMYGIZFWFO,1,1,gnps
RZKCYEISOFRALJ,RZKCYEISOFRALJ,1,4,spectraverse
RZKDEGZIFSJVNA,RZKDEGZIFSJVNA,2,15,gnps;pluskal_ms2
