inchikey14,metric_ik14,heavy_atom_comp,tautomer_shifted
WYOTUUJXYVODGL,WYOTUUJXYVODGL,C21N2O5,False
WYOWEKDJKYGDOP,WYOWEKDJKYGDOP,C19N3O1,False
WYOWFWMUKFNFAZ,WYOWFWMUKFNFAZ,C18N4O3S1,False
WYOYCCYJNPUJJM,WYOYCCYJNPUJJM,C23N3O2,False
WYOZEMXKZGKXTP,WYOZEMXKZGKXTP,C16N2O4S1,False
WYOZYXVEASVLJY,WYOZYXVEASVLJY,C15N1O4,False
WYPBKRQMYPAQOS,WYPBKRQMYPAQOS,C24N5O2,False
WYPCZZAXDKSLEP,WYPCZZAXDKSLEP,C27O4,False
WYPDSDAIVDFKHH,WYPDSDAIVDFKHH,C18N3O3,False
WYPFINQOOFPVBK,WYPFINQOOFPVBK,C17N4O1,False
WYPFKVHYXBVXBF,WYPFKVHYXBVXBF,C13N1O3S1,False
WYPGONGJSRGWCU,WYPGONGJSRGWCU,C19F1N1O3,False
WYPHFJFDOOPRTG,WYPHFJFDOOPRTG,C44N1O8P1,False
WYPHWPSCAPNWNK,WYPHWPSCAPNWNK,Br1C12N2O2S1,False
WYPIXDTYFQUQPU,WYPIXDTYFQUQPU,C14N2O4,False
WYPJFVQNRVOBPZ,WYPJFVQNRVOBPZ,C19N3O2S1,False
WYPJINNLAQRDOB,WYPJINNLAQRDOB,C15Cl2N5O1,False
WYPKDEWISOWXLO,WYPKDEWISOWXLO,C14Cl1F1N1O2S1,False
WYPLEAXREBMAOA,WYPLEAXREBMAOA,C27O4,False
WYPLOEZFFNUHBF,WYPLOEZFFNUHBF,C49O13P1,False
WYPMZWFAFIPJIE,WYPMZWFAFIPJIE,C17N5O2,False
WYPOAUPCTICDRN,WYPOAUPCTICDRN,C14N3O4S2,False
WYPOXKFQFNGLOX,WYPOXKFQFNGLOX,C17N2O2,False
WYPPFEVGWFYJSN,WYPPFEVGWFYJSN,C18N2O5,False
WYPVMITUFMYETC,WYPVMITUFMYETC,C18N1O3S2,False
WYPWQXUMTROMJG,WYPWQXUMTROMJG,C16N5O1S1,False
WYQBHMRMYMHJSW,WYQBHMRMYMHJSW,Br1C10N4O2S1,False
WYQCXJPZMGIKLF,WYQCXJPZMGIKLF,C16N1O5S1,False
WYQFJHHDOKWSHR,WYQFJHHDOKWSHR,C17F3N6O1,False
WYQGPYPSHRBOOJ,WYQGPYPSHRBOOJ,C18N4O4S1,False
WYQGVKWDZWKXPP,WYQGVKWDZWKXPP,C13N1O4,False
WYQHBNWYXXVUQP,WYQHBNWYXXVUQP,C18N4O1,False
WYQJUGXXFFDBFP,WYQJUGXXFFDBFP,C18N3O3,False
WYQMSKPPOZREMJ,WYQMSKPPOZREMJ,C14F3N4O1,False
WYQNRELONINZBM,WYQNRELONINZBM,C21N2O4,False
WYQOGKLJLGWQET,WYQOGKLJLGWQET,C16N2O3,False
WYQOUFZYDZXTDV,WYQOUFZYDZXTDV,C15N4O2,False
WYQPFRASCFYPFT,WYQPFRASCFYPFT,C14N2O2S1,False
WYQPLTPSGFELIB,WYQPLTPSGFELIB,C27F2O7,False
WYQQUZKGFKAOJH,WYQQUZKGFKAOJH,C15N2O4,False
WYQVAPGDARQUBT,WYQVAPGDARQUBT,C48O19,False
WYQWOMAAZNUDTB,WYQWOMAAZNUDTB,C12N3O2S2,False
WYQXAKSATMQYJT,WYQXAKSATMQYJT,C23Cl1N4O2S1,False
WYQYZQAWPUJGKA,WYQYZQAWPUJGKA,C14N3O2,False
WYRBHKKGJHYNPI,WYRBHKKGJHYNPI,C18N3O2,False
WYRBQQBZXXANEQ,WYRBQQBZXXANEQ,C18N3O3S1,False
WYRGPTXPZQWAAG,WYRGPTXPZQWAAG,C13N2O5S1,False
WYRKXTFOZCZQOJ,WYRKXTFOZCZQOJ,C17N3O2,False
WYRLIUJNEXSEFD,WYRLIUJNEXSEFD,C11F3N4O1,False
WYRMYQGJZKVYNN,WYRMYQGJZKVYNN,C18N2O2,False
WYRNRZQRKCXPLA,WYRNRZQRKCXPLA,C11N2,False
WYRPTKSMMPXKRW,WYRPTKSMMPXKRW,C15N3O4,False
WYRUJRVTNUPWGU,WYRUJRVTNUPWGU,C20N3O2,False
WYRZLGJECWSPAK,WYRZLGJECWSPAK,C16F3N5O3,False
WYRZTBDQSUMMIR,WYRZTBDQSUMMIR,C52N1O4,False
WYSAGDNLSUOVBL,WYSAGDNLSUOVBL,C19N3O3,False
WYSAHCLEDHLNEG,WYSAHCLEDHLNEG,C44N1O3,False
WYSCSXWDKFJQDC,WYSCSXWDKFJQDC,C19N2O4,False
WYSDSVWMHHCEKD,WYSDSVWMHHCEKD,C15F1N1O3S1,False
WYSHLZGZVMPDGQ,WYSHLZGZVMPDGQ,C21N3O2,False
WYSJKCJUZUYPGO,WYSJKCJUZUYPGO,C6F3N1O2,False
WYSJLNQGGVKBCC,WYSJLNQGGVKBCC,C22Cl1N3O4S1,False
WYSKFPWCTCBEQU,WYSKFPWCTCBEQU,C15F1N3O2,False
WYSKQQRKGMGDJX,WYSKQQRKGMGDJX,C20N3O2,False
WYSMDRDZJARFPU,WYSMDRDZJARFPU,C18N4O3,False
WYSOIVYSGRHNEQ,WYSOIVYSGRHNEQ,C50O6,False
WYSOMEVDQDBSDY,WYSOMEVDQDBSDY,C14N5O1S1,False
WYSRACVJQVNCRW,WYSRACVJQVNCRW,C39N1O3,False
WYSRAMKKFNDRPR,WYSRAMKKFNDRPR,C18O10,False
WYSRMIMXBARKBC,WYSRMIMXBARKBC,C16N3O4,False
WYSRPGBDMWSSKN,WYSRPGBDMWSSKN,C14F1N4,False
WYSSJDOPILWQDC,WYSSJDOPILWQDC,C15O1,False
WYSSWVWLLKTXSW,WYSSWVWLLKTXSW,C23N2O4,False
WYSWZLWIHGRGOZ,WYSWZLWIHGRGOZ,C12N3O5S2,False
WYSXERZKYOLGSS,WYSXERZKYOLGSS,C19N5,False
WYSXHXOFECXPEV,WYSXHXOFECXPEV,C14N5O2,False
WYSXJMCWPBUPMW,WYSXJMCWPBUPMW,C17Cl1N4O1,False
WYSXTAVITSSVDL,WYSXTAVITSSVDL,C15F1N6O1,False
WYSZJWSVBXIGBV,WYSZJWSVBXIGBV,C15Cl2N4O1,False
WYSZTHVYAGNOCW,WYSZTHVYAGNOCW,C20N5O3,False
WYTAHLMKQZBXOA,WYTAHLMKQZBXOA,C20N2O4,False
WYTAOQZOUSGEAT,WYTAOQZOUSGEAT,C13N3O1S1,False
WYTGATPTOWOCAH,WYTGATPTOWOCAH,C16N6O1S1,False
WYTGDNHDOZPMIW,WYTGDNHDOZPMIW,C21N2O3,False
WYTNXIDKKIJMCI,WYTNXIDKKIJMCI,C10N1O3S1,False
WYTOCPICRGVYDV,WYTOCPICRGVYDV,C19F3N3O4,False
WYTPDBBTRHZSMR,WYTPDBBTRHZSMR,C19N2O3S1,False
WYTTUDLFJLARFK,WYTTUDLFJLARFK,C17F3N5O1,False
WYTUEQLSXYFORX,WYTUEQLSXYFORX,C15N5O1,False
WYTUPHWPRFWGIV,WYTUPHWPRFWGIV,C19F3N2O3,False
WYTVLNRCUUHTNL,WYTVLNRCUUHTNL,C17F2N4O1,False
WYTWWHHGTOADCV,WYTWWHHGTOADCV,C21N5O1,False
WYTYGBZOANUUER,WYTYGBZOANUUER,C10N1O1,False
WYUBBSNEBJLQEC,WYUBBSNEBJLQEC,C24N3O2,False
WYUBEURJAUJPFP,WYUBEURJAUJPFP,Br1C14N1O1S1,False
WYUIMPVVJBQWBX,WYUIMPVVJBQWBX,C15N2O3,False
WYUJHUHIPXIISK,WYUJHUHIPXIISK,C45O12P1,False
WYUKJASPBYYQRJ,WYUKJASPBYYQRJ,C50N4O36,False
WYUMOABRAAEBAO,WYUMOABRAAEBAO,C30O16,False
WYUQPOLRWPVRRN,WYUQPOLRWPVRRN,C23N3O3,False
WYURNTSHIVDZCO,WYURNTSHIVDZCO,C4O1,False
WYUSVOMTXWRGEK,FABCMJIZWLKMHL,C15N5O6S2,True
WYUXCFIIQXQQBX,WYUXCFIIQXQQBX,C12O5,False
WYUYZLDYEDGUKD,WYUYZLDYEDGUKD,C17F1N3O3,False
WYVAWRAXZAXGMG,WYVAWRAXZAXGMG,C28N1O4,False
WYVCGQMBEVUHJJ,WYVCGQMBEVUHJJ,C18F1N6O2,False
WYVHRQCVUOAJFC,WYVHRQCVUOAJFC,C35O4,False
WYVJANJHKTZGQY,WYVJANJHKTZGQY,C12F3N1O2S1,False
WYVJDXDDIYOTAQ,WYVJDXDDIYOTAQ,C15N4O2,False
WYVNXLXCDHGGRP,WYVNXLXCDHGGRP,C28N3O7S1,False
WYVOBIAKBINEPC,WYVOBIAKBINEPC,C20N2O5,False
WYVRBDHHBYCSGC,WYVRBDHHBYCSGC,C17F1N5O1,False
WYVVKGNFXHOCQV,WYVVKGNFXHOCQV,C8I1N1O2,False
WYVWEYUJWAIWAG,WYVWEYUJWAIWAG,C15F1N1O5S1,False
WYVWKNLYTGFCMU,WYVWKNLYTGFCMU,C31N1O5,False
WYVXMVDOIDPSTR,WYVXMVDOIDPSTR,C16N2O1S1,False
WYVZNZMTAQDNRG,WYVZNZMTAQDNRG,C15F2N3O3S1,False
WYVZQKORZDDPIQ,WYVZQKORZDDPIQ,C20N7O3,False
WYWBNZFHWZJXTI,WYWBNZFHWZJXTI,C14N1O4S1,False
WYWCBHWTDJOKNU,WYWCBHWTDJOKNU,C5N1O5P1S1,False
WYWDLDGTNOUSLY,WYWDLDGTNOUSLY,C19N3O2,False
WYWDURKHADKFCD,WYWDURKHADKFCD,C17N5O3S1,False
WYWFZRPFGQORPN,WYWFZRPFGQORPN,C15N3O3,False
WYWHKKSPHMUBEB,WYWHKKSPHMUBEB,C5N5S1,False
WYWIFABBXFUGLM,WYWIFABBXFUGLM,C16N2O1,False
WYWITNZMHUGQNM,WYWITNZMHUGQNM,C18N1O2S1,False
WYWMUKDQAWPLPW,WYWMUKDQAWPLPW,C25N2O2,False
WYWMZJYDPILNNU,WYWMZJYDPILNNU,C19N5O2,False
WYWNEDARFVJQSG,WYWNEDARFVJQSG,C11N2O1,False
WYWNFNCSWBFFKB,WYWNFNCSWBFFKB,C13F3N2O2,False
WYWOKPPAHWIYMU,WYWOKPPAHWIYMU,C17F1N2O2,False
WYWUYCOEGXENEV,WYWUYCOEGXENEV,C14F2N3O2S1,False
WYWXWVKOFXAXFA,WYWXWVKOFXAXFA,C17F1N4O1S1,False
WYWYEUVZOJCHQD,WYWYEUVZOJCHQD,C19N3O1,False
WYWYGGLRKLAROX,WYWYGGLRKLAROX,C17N2O3S1,False
WYWZDEHQZPXGGU,WYWZDEHQZPXGGU,Br1C14N3O3S1,False
WYWZRNAHINYAEF,WYWZRNAHINYAEF,C17N1O2,False
WYXATQIHJDNAJY,WYXATQIHJDNAJY,C16N3O5S1,False
WYXHVUAYFOMVJI,WYXHVUAYFOMVJI,C16N2O3S1,False
WYXKEWJDZFXUFO,WYXKEWJDZFXUFO,C12N1O4,False
WYXLUGDSVVLEIE,WYXLUGDSVVLEIE,Br1C15N3O2,False
WYXMJICZFNADAX,WYXMJICZFNADAX,C18N3O3,False
WYXRFIWAEJXKOU,WYXRFIWAEJXKOU,C17F3N4O1,False
WYXSTJFMYJBXJU,WYXSTJFMYJBXJU,C20N3O2,False
WYXSYVWAUAUWLD,WYXSYVWAUAUWLD,C8N3O6,False
WYXUEMOMRQAWMU,WYXUEMOMRQAWMU,C21N2O3S1,False
WYXVIHOTJSLEJS,WYXVIHOTJSLEJS,C18N4O3,False
WYXVNYUUWFSPMV,WYXVNYUUWFSPMV,C16N5O3,False
WYXXVWWLTSYJNQ,WYXXVWWLTSYJNQ,C14N3O2,False
WYYCRMBIYYRAEW,WYYCRMBIYYRAEW,C24O4,False
WYYCUXZUXHVWDV,WYYCUXZUXHVWDV,C22N3O3S1,False
WYYDWANTAFFJAM,WYYDWANTAFFJAM,C17N4O3,False
WYYFCTVKFALPQV,WYYFCTVKFALPQV,C26O15,False
WYYGELQJYIOGNU,WYYGELQJYIOGNU,C18N3O3,False
WYYIBOJKSWASEU,WYYIBOJKSWASEU,C20N6O3S1,False
WYYIFLMBRKXUJV,WYYIFLMBRKXUJV,C19N4O2,False
WYYIFURVCFWJIO,WYYIFURVCFWJIO,C45O4,False
WYYKRDVIBOEORL,WYYKRDVIBOEORL,C34N1O13,False
WYYLJBCLQYTJGN,WYYLJBCLQYTJGN,C16N1O3,False
WYYQVFIGSBQIAA,WYYQVFIGSBQIAA,C19F1N3O2,False
WYYRXLABEPJODI,WYYRXLABEPJODI,C25N1O4,False
WYYSTGQVEXUVLU,WYYSTGQVEXUVLU,C19N2O3,False
WYYTZBKYFCOBRQ,WYYTZBKYFCOBRQ,C19N5O2,False
WYYTZHLGNVHDFP,WYYTZHLGNVHDFP,C20N5O1,False
WYYUFNHYGBHJFL,WYYUFNHYGBHJFL,C17N2O4,False
WYYVSIHMUONIGA,WYYVSIHMUONIGA,C26I1N3O3,False
WYYWHKFVBWLSRB,WYYWHKFVBWLSRB,C18N3O5,False
WYYWPPQVLHLDLO,WYYWPPQVLHLDLO,C16N5O3S1,False
WYZBYVNVPAVMLS,WYZBYVNVPAVMLS,C16F1N4O1S1,False
WYZDNFMJPLZRFW,WYZDNFMJPLZRFW,C13N2O4S1,False
WYZDXEKUWRCKOB,WYZDXEKUWRCKOB,C20O2,False
WYZHMVBEFUNROH,WYZHMVBEFUNROH,C21N2O3S1,False
WYZKQUNCMRDXJW,WYZKQUNCMRDXJW,C16N5O1,False
WYZLGCHXAUEXHA,WYZLGCHXAUEXHA,C14N4O2,False
WYZLSLCKBOQBDW,WYZLSLCKBOQBDW,C21N4O1,False
WYZMMUAUJZZQCB,WYZMMUAUJZZQCB,C21O10,False
WYZNSIFRAOLJKH,WYZNSIFRAOLJKH,C23N1O3,False
WYZPPLYEOFUCED,WYZPPLYEOFUCED,C18N5O3,False
WYZPRJQADCACGC,WYZPRJQADCACGC,C15N4O2S1,False
WYZQSOGDWLTBJQ,WYZQSOGDWLTBJQ,C14F3N2O4,False
WYZQUFNNJOWSPF,WYZQUFNNJOWSPF,C16F3N4O2,False
WYZSFEWMWNMPIM,WYZSFEWMWNMPIM,C14N1O4,False
WYZSLJFHERMCAN,WYZSLJFHERMCAN,C32O15,False
WYZSXJAZLOGKPT,WYZSXJAZLOGKPT,C14N4O4,False
WYZVTRIHCXUFGZ,WYZVTRIHCXUFGZ,C22N4O3,False
WYZWDDPVUWNEFM,WYZWDDPVUWNEFM,C15N2O6,False
WYZWQOCFJPNJQR,WYZWQOCFJPNJQR,C20N3O4,False
WYZWZEOGROVVHK,WYZWZEOGROVVHK,C18Cl1O6,False
WYZYBJDXAPBKEH,WYZYBJDXAPBKEH,C14N3O2,False
WYZYTBWJMJSVPH,WYZYTBWJMJSVPH,C18N2O4,False
WYZYXGHLAFOSKK,WYZYXGHLAFOSKK,C19N4O2,False
WYZZHSHGTAHXEE,WYZZHSHGTAHXEE,C16F3N4O2,False
WZACVMOHPZANSW,WZACVMOHPZANSW,C42O10P1,False
WZAFTGQCPCSTHK,WZAFTGQCPCSTHK,C23F1N2O3,False
WZAGVYUQAYZGFI,WZAGVYUQAYZGFI,C15F1N1O4S1,False
WZAKIYWWPLZLIK,WZAKIYWWPLZLIK,C14Cl1N5O2,False
WZALWQBHANBZLW,WZALWQBHANBZLW,C14N4O2S1,False
WZAQJAOJSYRYDC,WZAQJAOJSYRYDC,C24N2O6S1,False
WZAQUNWRJLXUNJ,WZAQUNWRJLXUNJ,C13N3O2,False
WZAUFGYINZYCKH,KCFVQOCMPQQWTR,C29O4,True
WZAUODGCGMPADA,WZAUODGCGMPADA,C18F3N2O3,False
WZAXJAXVQDBVRN,WZAXJAXVQDBVRN,C18Cl2F1N2O3,False
WZAXZHIVHPRTIU,WZAXZHIVHPRTIU,C38O18,False
WZBBEOXTIJRQGS,WZBBEOXTIJRQGS,C15N2O3S1,False
WZBBIRUNXHFNIY,WZBBIRUNXHFNIY,C16Cl1N2O3,False
WZBDRAAGHRCRKM,WZBDRAAGHRCRKM,C16N2O1,False
WZBGSNYTODILNN,WZBGSNYTODILNN,C19O8,False
WZBIWGXPJPHFOA,WZBIWGXPJPHFOA,C16N6O1,False
WZBLZXIXQYPQCU,WZBLZXIXQYPQCU,C18N4O2S1,False
WZBMIXGYNLOYHR,WZBMIXGYNLOYHR,C22N2O3,False
WZBNSIAJCXTZHC,WZBNSIAJCXTZHC,C20F1N2O2,False
WZBOPFNVNFJOKF,WZBOPFNVNFJOKF,C8N4O8P1,False
WZBPAQOWXMQHDD,WZBPAQOWXMQHDD,Br1C15N3O4,False
WZBQGQFFGFCIPA,WZBQGQFFGFCIPA,C19N4O4S2,False
WZBSNAALTKSPCJ,WZBSNAALTKSPCJ,C16N5O1S1,False
WZBSYWYZJGWTMA,WZBSYWYZJGWTMA,C16N2O4,False
WZBUXDGOEYCGED,WZBUXDGOEYCGED,C14F3N2O3S1,False
WZBVXTSNESTZIE,WZBVXTSNESTZIE,C16N1O6,False
WZBWBNCQUTXYEL,WZBWBNCQUTXYEL,C10F3N2,False
WZBWXHKJKNOCCZ,WZBWXHKJKNOCCZ,C17N4O3,False
WZBXOPKJDMOZGF,WZBXOPKJDMOZGF,C16F1N4O2,False
WZBXVQUAIYDUQU,WZBXVQUAIYDUQU,C19Cl1N5O2,False
WZBYXPAALLKDCG,WZBYXPAALLKDCG,C19N3O2,False
WZCAYCPHICMVLZ,WZCAYCPHICMVLZ,C10N5O2,False
WZCAYTOZUBAZCN,WZCAYTOZUBAZCN,C14F4N2O1,False
WZCCBMRQCPUAOO,WZCCBMRQCPUAOO,C51O12P1,False
WZCCSSWLZNQVCC,WZCCSSWLZNQVCC,C18N4O1S1,False
WZCCUKKPVROYRW,WZCCUKKPVROYRW,C16N4O2S1,False
WZCIAUXBAWTXSF,WZCIAUXBAWTXSF,C23N3O2,False
WZCLAXMADUBPSG,WZCLAXMADUBPSG,C44N1O8P1,False
WZCNBGSBSCGWHH,WZCNBGSBSCGWHH,C17N6O2,False
WZCPRJRGOOCNTH,WZCPRJRGOOCNTH,C16N1O3S1,False
WZCQRUWWHSTZEM,WZCQRUWWHSTZEM,C6N2,False
WZCRJFOLJMLCGL,YPNUVKNIQYWDSF,C17N4O3,True
WZCRKWBUWDZLBE,WZCRKWBUWDZLBE,C17N3O1,False
WZCRWVAHBXGMBO,WZCRWVAHBXGMBO,C15N2O2S1,False
WZCSTBMTSVTKLA,WZCSTBMTSVTKLA,C15N4O2S1,False
WZCWMRQPNORLJH,WZCWMRQPNORLJH,C15N5O3,False
WZCXUDQEQOUFRB,WZCXUDQEQOUFRB,C25N1O3S1,False
WZDCXFCFEKEPPD,WZDCXFCFEKEPPD,C16N3O3S1,False
WZDGZWOAQTVYBX,AMSBRQDLADKBGS,C21O2,True
WZDIDEYNVACCCN,WZDIDEYNVACCCN,C25N3O4,False
WZDMSWCXPRFGSZ,WZDMSWCXPRFGSZ,C29N4O2,False
WZDNKHCQIZRDKW,WZDNKHCQIZRDKW,C24Cl1F3N1O4,False
WZDPNNJXFZJSDT,WZDPNNJXFZJSDT,C20N3O3S1,False
WZDQKJUUXBARQX,WZDQKJUUXBARQX,C13Cl1N2O4S1,False
WZDQQLMREDKDFZ,WZDQQLMREDKDFZ,Br1C14N2O1S1,False
WZDSUSRLSZXZIL,WZDSUSRLSZXZIL,C17Cl1N4O1S1,False
WZDTUKUMOSMAQT,WZDTUKUMOSMAQT,C18N2O7,False
WZDTXKDHRBIVIC,WZDTXKDHRBIVIC,C15N2O2S2,False
WZDUHJXKKFPWCO,WZDUHJXKKFPWCO,C19N5O3S1,False
WZDUXNFJYRRVLC,WZDUXNFJYRRVLC,C16N1O6,False
WZDWLTZTTKWFRT,WZDWLTZTTKWFRT,C19N4O3,False
WZDXHGYHUNOLAQ,WZDXHGYHUNOLAQ,C18Cl1N2O4S1,False
WZDZOAZUQWZFPQ,WZDZOAZUQWZFPQ,C17F1N2O1,False
WZEAFPGIRMOSPL,WZEAFPGIRMOSPL,C18Cl1N3O1,False
WZEAMIDTWBMMCT,WZEAMIDTWBMMCT,C16N3O4,False
WZEATPWTPFBBII,WZEATPWTPFBBII,C15N2O5S1,False
WZEGQWYIMMXDBW,WZEGQWYIMMXDBW,C15N1O2,False
WZEHTCNLEQEUES,WZEHTCNLEQEUES,C24N1O3,False
WZELMHJPLYJKGJ,WZELMHJPLYJKGJ,C16F3N2O3,False
WZEOUIKHXMFKSJ,WZEOUIKHXMFKSJ,C14N3O2S2,False
WZEPIEAFIDCNHD,WZEPIEAFIDCNHD,C18Cl1N2O4,False
WZEQUNOFUYNBFR,WZEQUNOFUYNBFR,C14F2N3O3S1,False
WZERMQBMEIHJPY,WZERMQBMEIHJPY,C21N5O2,False
WZESTPUOTROXMG,WZESTPUOTROXMG,C21N4O3,False
WZESXUMKHKBMLE,WZESXUMKHKBMLE,C15F1O3,False
WZETZGYOXBKMBO,WZETZGYOXBKMBO,C15N3O4,False
WZEVOJBFQAJSEU,WZEVOJBFQAJSEU,C49N7O8,False
WZEVPZVUDJNKHG,WZEVPZVUDJNKHG,C65O30,False
WZEWEHRTEHQZOS,WZEWEHRTEHQZOS,Br1C13N1O5S1,False
WZEYIJCBMWHEQF,WZEYIJCBMWHEQF,C15N2O1S2,False
WZFBROCAABMPNE,WZFBROCAABMPNE,C16N2O1,False
WZFDTZBQEWPHFT,WZFDTZBQEWPHFT,Br1C15N2O3S1,False
WZFGNGCRXQNUMG,WZFGNGCRXQNUMG,C16N3O2S1,False
WZFLSTBCEHDAQY,WZFLSTBCEHDAQY,C18N4O3,False
WZFNVJNJCDMIMF,WZFNVJNJCDMIMF,C18N2O3,False
WZFPWRVFYRBICH,WZFPWRVFYRBICH,C20O11,False
WZFRCPMMFVVKCB,WZFRCPMMFVVKCB,C16F2N2O2S1,False
WZFRFRZOATUWCG,WZFRFRZOATUWCG,C24F1N2O3,False
WZFUMPORRDXMQF,WZFUMPORRDXMQF,C17F3N2O3S1,False
WZFWWQHCTSTYBO,WZFWWQHCTSTYBO,C16N6O1,False
WZFZJEPHYDDFCT,WZFZJEPHYDDFCT,C16Cl1N3O4S2,False
WZGBZLHGOVJDET,WZGBZLHGOVJDET,C21Cl1N4O3,False
WZGCICDFFDYRDG,WZGCICDFFDYRDG,C14N3O3,False
WZGDIPUWHDPLRW,WZGDIPUWHDPLRW,C15F1N4O1S1,False
WZGDNBKCCZMCGJ,WZGDNBKCCZMCGJ,Br1C14F1N1O4,False
WZGFDGKKMZQMIB,WZGFDGKKMZQMIB,C13N3O3,False
WZGFGNDNZWSSLI,WZGFGNDNZWSSLI,C19N4O3,False
WZGHKROALKRSNS,WZGHKROALKRSNS,C14N3O3S1,False
WZGJIZSJQRZEEB,WZGJIZSJQRZEEB,C18N4O3,False
WZGKSTDMXYFBRT,WZGKSTDMXYFBRT,C16N3O2,False
WZGKUAIKXWOLDN,WZGKUAIKXWOLDN,C14N4O1S2,False
WZGWOFLYKVVWHM,WZGWOFLYKVVWHM,C12F3N3O3,False
WZGYKTFLMDEVNR,WZGYKTFLMDEVNR,C17Cl1N3O2S1,False
WZGZAJOIORXZLY,WZGZAJOIORXZLY,C17N3O3S1,False
WZHBPOBRPDFLCI,WZHBPOBRPDFLCI,C17Cl1N4O1,False
WZHCMAFZIFECCV,WZHCMAFZIFECCV,C52N6O7,False
WZHCOOQXZCIUNC,WZHCOOQXZCIUNC,C17O3,False
WZHFKNRARPXDQW,WZHFKNRARPXDQW,C20N4O2,False
WZHGRXXVBHXQOC,WZHGRXXVBHXQOC,C12F3N2O2S1,False
WZHHLIOCCGMPHJ,WZHHLIOCCGMPHJ,C17F1N2O3,False
WZHHYIOUKQNLQM,WZHHYIOUKQNLQM,C8Cl4O4,False
WZHIEDUECGSPLE,WZHIEDUECGSPLE,C15N4O2,False
WZHJGTVUQPEOGV,WZHJGTVUQPEOGV,C20N5O1,False
WZHJKEUHNJHDLS,WZHJKEUHNJHDLS,C25N3O2,False
WZHMDKNFFNCYHG,WZHMDKNFFNCYHG,C19N4O3,False
WZHOLZAYFNTFNS,WZHOLZAYFNTFNS,C23N4O2,False
WZHOPZPWNYIXNZ,WZHOPZPWNYIXNZ,C24F1N2O4,False
WZHOWLOYDPEJAS,WZHOWLOYDPEJAS,C15N3O2S1,False
WZHRNCQJNJIYMA,WZHRNCQJNJIYMA,C22N4O1,False
WZHSKEGLSOWERI,WZHSKEGLSOWERI,C14N2O4,False
WZHVIDSVLYTFSC,WZHVIDSVLYTFSC,C17N3O1,False
WZHWHNICCQHTNA,WZHWHNICCQHTNA,C18N6,False
WZHWJPRBJXEKMW,WZHWJPRBJXEKMW,C21N8O7,False
WZHXIJILUYPXEQ,WZHXIJILUYPXEQ,C15N2O3S2,False
WZHYQHKXXRMALW,WZHYQHKXXRMALW,C14N2O2,False
WZIADQLYEYHZRU,WZIADQLYEYHZRU,C19F1N5,False
WZIAVCTWSBSQPM,WZIAVCTWSBSQPM,C12N3O4S1,False
WZIBTYPTEOHKBP,WZIBTYPTEOHKBP,C17F3N4O1S1,False
WZIDQSKRFLVUGE,WZIDQSKRFLVUGE,C19N3O2,False
WZIGPIXOBMHEIU,WZIGPIXOBMHEIU,C28N5O6,False
WZIIDNUUKUSDSG,WZIIDNUUKUSDSG,C15N5O3,False
WZIKTGWSSURNCU,WZIKTGWSSURNCU,C19Cl1N1O5,False
WZILYGBLUSJRAA,WZILYGBLUSJRAA,C14Cl1N2O2,False
WZIMNPRLLOZUMG,WZIMNPRLLOZUMG,C15F1N4,False
WZIPXEVTESPYNK,WZIPXEVTESPYNK,C13Cl1N1O3,False
WZIVCMISAYJAPM,WZIVCMISAYJAPM,C15N4O3,False
WZIXKTCJRWIZNV,WZIXKTCJRWIZNV,C21F1N2O3,False
WZIYJRRHTVCFTI,WZIYJRRHTVCFTI,C19N3O3,False
WZIZAIJKVZDIFL,WZIZAIJKVZDIFL,C10F2N2O3S1,False
WZIZIGYAWZQZIQ,WZIZIGYAWZQZIQ,C17Cl2N1O3,False
WZIZQBRWFKGVOV,WZIZQBRWFKGVOV,C17F3N3O2,False
WZJAGJXRICHQBE,WZJAGJXRICHQBE,C18N4O4,False
WZJBHBQVHFGDPX,WZJBHBQVHFGDPX,C17N2O3,False
WZJBYLPTEDHVHT,WZJBYLPTEDHVHT,C16Cl1N3O2,False
WZJFEUFZNXNNJW,WZJFEUFZNXNNJW,C15Cl1N2O3S1,False
WZJFQTYEQVRDAJ,WZJFQTYEQVRDAJ,C20Cl1N1O5,False
WZJGHUHOENSOSA,WZJGHUHOENSOSA,C17N3O3,False
WZJHRRQHVNRBDC,WZJHRRQHVNRBDC,C13Cl2N4O1,False
WZJIFIZKGMSEFL,WZJIFIZKGMSEFL,C18Cl1F1N2O2,False
WZJJQABTFHSBKK,WZJJQABTFHSBKK,C16Cl1N3O1S1,False
WZJKUEWODYFJBP,WZJKUEWODYFJBP,C18N1O6P1,False
WZJMBKNRQHUSIU,WZJMBKNRQHUSIU,Br1C15N1O3,False
WZJMXIDGZHGQAG,WZJMXIDGZHGQAG,C16N2O2S1,False
WZJNVOZPQMDDPI,WZJNVOZPQMDDPI,C53O6,False
WZJOBLBUWPAARZ,WZJOBLBUWPAARZ,C20N2O5,False
WZJOFMRXQWWKIJ,WZJOFMRXQWWKIJ,C18N5O2,False
WZJOHDSZROLMTM,WZJOHDSZROLMTM,C16N5O1,False
WZJPGCHCOHYLMB,WZJPGCHCOHYLMB,C12N2O1,False
WZJWUIUXCCZDDQ,WZJWUIUXCCZDDQ,C15N5O3S1,False
WZJXSURYIYCHFI,ZZYLKULEJLMPKN,C20F3N2O2,True
